"","PID","SCH_CODE","QU_AGREE1","QU_AGREE2","SEX","Q1A1","Q1A2","Q1A3","Q1A4","Q1A5","Q1A6","Q1A7","Q1A8","Q1A9","Q1A10","Q1A11","Q1A12","Q1A13","Q2A1","Q2A2","Q2A3","Q2A4","Q2A5","Q2A6","Q2A7","Q2A8","Q2A9","Q3A1","Q3A2","Q3A3","Q3A4","Q3A5","Q3A6","Q3A7","Q3A8","Q3A9","Q3A10","Q3A11","Q3A12","Q3A13","Q3A14","Q3A15","Q4A1","Q4A2","Q4A3","Q4A4","Q4A5","Q4A6","Q4A7","Q4A8","Q4A9","Q4A10","Q4A11","Q4A12","Q4A13","Q4A14","Q4A15","Q5","Q5_OTHERS","Q6","Q6_OTHERS","Q7A1","Q7A2","Q7A3","Q7A4","Q7A5","Q7A6","Q7A7","Q8A1","Q8A2","Q8A3","Q8A4","Q8A5","Q8A6","Q8A7","Q8A8","Q8A9","Q8A10","Q9A1","Q9A2","Q9A3","Q9A4","Q9A5","Q9A6","Q9A7","Q9A8","BQ1A1","BQ1A1_N","BQ1A2","BQ1A2_N","BQ1A3","BQ1A3_N","BQ1A4","BQ1A4_N","BQ1A5","BQ1A5_N","BQ1A6","BQ1A6_N","BQ1A7","BQ1A7_N","BQ1A8","BQ1A8_N","BQ1A9","BQ1A9_N","BQ1A10","BQ1A10_N","BQ1A11","BQ1A11_N","BQ1A11_OTHERS","BQ2","BQ2_1","BQ3A1","BQ3A2","BQ4","BQ5A1","BQ5A2","BQ5A3","DM1","DM2","DM3","DM4","DM5","DM6","obsn","wgt_a","wgt_b"
"1036",159622,1596,1,1,2,3,3,3,5,4,5,4,5,3,1,1,1,3,5,5,5,5,5,5,5,5,5,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,3,4,3,1,1,5,4,5,3,4,3,2,1,1,1,4,"                                                                                                                                                      ",3,"                                                                                                                                                      ",5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,0,1,2,1,1,1,1,1,1,2,0,2,0,2,0,1,2,1,2,2,0,"                                                                                                    ",2,9,5,5,9,1,1,1,2,3,3,9,2,4,1036,303.956273030356,0.442403730092363
"1037",159623,1596,1,1,2,4,4,4,4,9,4,2,2,4,1,1,1,1,3,3,3,2,9,3,3,3,3,2,2,3,4,4,3,2,2,2,3,2,2,2,2,4,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,"                                                                                                                                                      ",4,"                                                                                                                                                      ",2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,1,1,1,1,1,1,2,0,2,0,1,1,1,1,2,0,1,1,2,0,2,0,2,0,2,0,2,0,"                                                                                                    ",2,9,5,5,8,1,1,1,2,3,3,9,2,4,1037,303.956273030356,0.442403730092363
"1038",159624,1596,1,1,2,2,2,1,1,1,2,1,2,1,1,1,1,1,4,4,4,4,4,4,4,4,4,2,2,2,3,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,3,3,1,4,4,4,4,4,1,"                                                                                                                                                      ",5,"                                                                                                                                                      ",5,5,5,5,5,5,5,4,4,4,5,4,4,4,5,5,1,1,1,1,1,1,1,1,1,2,0,2,0,1,1,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,"                                                                                                    ",2,9,1,1,6,1,1,1,2,3,3,9,2,4,1038,303.956273030356,0.442403730092363
"1039",159625,1596,1,1,2,1,4,1,3,4,4,4,5,5,2,2,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,2,1,3,2,4,5,4,4,1,4,4,2,2,1,"                                                                                                                                                      ",3,"                                                                                                                                                      ",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,2,2,2,2,2,2,2,0,2,0,1,1,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,"                                                                                                    ",2,9,5,5,5,1,1,1,2,3,3,9,2,4,1039,303.956273030356,0.442403730092363
"1040",159626,1596,1,1,2,3,4,4,4,4,5,5,5,5,3,3,3,4,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,4,4,4,4,2,3,1,2,4,3,1,2,2,2,2,2,2,1,"                                                                                                                                                      ",4,"                                                                                                                                                      ",5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,3,3,2,0,2,0,1,1,1,1,1,2,2,0,2,0,2,0,2,0,2,0,2,0,"                                                                                                    ",1,3,5,5,6,1,1,1,2,3,3,9,2,4,1040,303.956273030356,0.442403730092363
"1041",159627,1596,1,1,2,3,3,2,3,3,3,2,4,3,2,2,3,3,3,4,3,3,3,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,2,3,4,4,4,4,4,4,1,"                                                                                                                                                      ",3,"                                                                                                                                                      ",2,2,2,4,2,2,2,4,4,4,4,4,2,3,3,4,1,4,3,3,3,1,1,1,3,2,0,2,0,1,1,1,1,2,0,2,0,1,1,2,0,2,0,2,0,2,0,"                                                                                                    ",2,9,5,5,6,1,1,1,2,3,3,9,2,4,1041,303.956273030356,0.442403730092363
"1042",159628,1596,1,1,2,1,4,3,5,2,5,3,4,4,1,2,4,3,4,4,4,4,4,4,4,4,4,5,4,3,5,2,5,2,3,3,3,3,4,5,3,3,1,1,3,4,1,5,2,1,1,1,1,3,4,1,1,1,"                                                                                                                                                      ",5,"                                                                                                                                                      ",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,0,1,2,1,1,1,1,2,0,1,1,2,0,2,0,1,3,2,0,2,0,"                                                                                                    ",2,9,3,5,6,1,1,1,2,3,3,9,2,4,1042,303.956273030356,0.442403730092363
"1043",159629,1596,1,1,2,4,4,4,4,3,4,3,3,4,2,2,3,4,4,4,4,4,4,2,3,4,3,3,3,3,4,3,4,3,2,2,2,3,4,2,2,2,1,1,2,3,1,2,1,1,1,1,1,1,1,1,1,1,"                                                                                                                                                      ",6,"                                                                                                                                                      ",4,4,4,5,5,5,5,3,3,2,4,3,3,2,3,3,2,2,2,3,2,2,2,2,2,2,0,2,0,1,1,1,1,2,0,1,1,2,0,2,0,2,0,2,0,2,0,"                                                                                                    ",2,9,4,3,6,1,1,1,2,3,3,9,2,4,1043,303.956273030356,0.442403730092363
"1044",159630,1596,1,1,2,5,5,2,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,4,4,4,5,2,4,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,"                                                                                                                                                      ",3,"                                                                                                                                                      ",4,4,4,4,4,4,4,3,3,3,5,3,3,3,3,3,3,4,4,4,4,4,4,4,4,2,0,1,1,1,1,1,1,2,0,2,0,2,0,1,1,2,0,2,0,2,0,"                                                                                                    ",2,9,5,5,6,1,1,1,2,3,3,9,2,4,1044,303.956273030356,0.442403730092363
"1045",160601,1606,1,1,2,1,1,1,1,1,1,1,3,3,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,"                                                                                                                                                      ",5,"                                                                                                                                                      ",5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,1,1,1,1,1,1,1,1,2,0,2,0,1,1,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,"                                                                                                    ",2,9,5,3,7,1,1,1,2,3,3,9,2,5,1045,351.719750332138,0.511922744488161
"1046",160603,1606,1,1,2,2,2,3,3,2,2,1,4,1,1,1,1,1,2,2,4,4,2,4,4,4,4,2,2,2,3,3,2,1,1,2,2,1,2,3,2,4,4,4,2,1,3,2,4,3,2,4,2,2,1,2,2,1,"                                                                                                                                                      ",2,"                                                                                                                                                      ",4,4,4,4,4,4,4,4,4,3,5,5,5,4,5,5,3,3,4,3,3,3,3,3,3,2,0,2,0,1,1,1,1,2,0,2,0,1,1,2,0,2,0,2,0,2,0,"                                                                                                    ",2,9,6,5,5,1,1,1,2,3,3,9,2,5,1046,351.719750332138,0.511922744488161
"1047",160604,1606,1,1,2,1,3,4,4,3,3,2,1,3,1,1,1,1,3,4,4,3,2,3,2,4,2,2,2,3,4,3,4,2,2,1,1,1,1,1,1,3,1,1,1,2,3,2,1,1,1,1,1,1,1,1,4,1,"                                                                                                                                                      ",8,"                                                                                                                                                      ",4,5,4,5,4,5,4,4,2,1,5,1,2,2,3,2,1,1,1,1,1,1,1,1,1,2,0,2,0,1,1,1,1,2,0,1,1,1,1,2,0,2,0,2,0,2,0,"                                                                                                    ",2,9,4,3,6,1,1,1,2,3,3,9,2,5,1047,351.719750332138,0.511922744488161
"1048",160605,1606,1,1,2,4,4,4,5,3,4,3,4,4,3,3,2,4,5,5,5,5,5,4,4,4,4,4,4,4,5,3,4,3,4,3,3,4,3,4,3,4,1,4,2,3,1,2,1,1,2,3,4,1,2,1,2,1,"                                                                                                                                                      ",8,"인터넷 커뮤니티                                                                                                                                       ",4,3,4,5,3,4,4,4,4,4,4,4,4,5,2,2,2,3,2,3,3,2,2,1,1,2,0,2,0,1,1,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,"                                                                                                    ",2,9,3,3,5,1,1,1,2,3,3,9,2,5,1048,351.719750332138,0.511922744488161
"1049",160606,1606,1,1,2,2,2,3,3,4,3,3,3,4,2,1,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,2,3,3,3,3,3,4,2,1,4,3,2,4,2,3,2,3,2,2,2,1,"                                                                                                                                                      ",8,"인터넷                                                                                                                                                ",3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,4,3,3,3,2,0,2,0,1,1,1,1,1,1,2,0,1,1,2,0,2,0,2,0,2,0,"                                                                                                    ",1,2,1,5,5,1,1,1,2,3,3,9,2,5,1049,351.719750332138,0.511922744488161
"1050",160607,1606,1,1,2,1,3,2,1,1,1,1,3,3,1,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3,3,3,4,1,1,1,2,4,4,1,1,1,1,1,1,1,1,2,1,"                                                                                                                                                      ",8,"잘모르겠다                                                                                                                                            ",4,4,4,3,4,4,4,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,0,2,0,1,1,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,"                                                                                                    ",2,9,6,5,6,1,1,1,2,3,3,9,2,5,1050,351.719750332138,0.511922744488161
"1051",160608,1606,1,1,2,2,4,4,4,4,4,4,4,4,3,2,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,3,3,4,3,4,4,3,4,1,"                                                                                                                                                      ",6,"                                                                                                                                                      ",4,4,4,3,4,4,4,4,4,4,4,4,4,4,2,2,2,4,2,4,3,3,2,2,2,2,0,1,1,1,1,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,"                                                                                                    ",2,9,6,6,9,1,1,1,2,3,3,9,2,5,1051,351.719750332138,0.511922744488161
"1052",160609,1606,1,1,2,3,3,2,4,3,5,1,4,4,3,3,4,4,2,2,1,2,2,1,1,1,1,4,3,3,4,3,4,2,1,1,3,3,3,4,2,4,1,4,2,1,3,1,4,4,1,1,1,1,3,2,2,3,"                                                                                                                                                      ",4,"                                                                                                                                                      ",2,4,1,4,4,5,5,4,4,4,5,4,5,3,2,2,4,3,3,3,3,3,3,3,3,2,0,2,0,1,1,1,1,2,0,1,1,2,0,2,0,2,0,2,0,2,0,"                                                                                                    ",2,9,5,5,10,1,1,1,2,3,3,9,2,5,1052,351.719750332138,0.511922744488161
"1053",160610,1606,1,1,2,3,5,5,5,4,5,5,5,5,2,2,4,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,5,4,4,4,4,5,3,5,2,5,4,4,2,3,2,2,4,1,1,1,2,1,4,1,1,1,"                                                                                                                                                      ",8,"SNS익명                                                                                                                                               ",5,5,5,5,5,5,5,4,2,1,5,4,2,3,2,4,1,4,1,1,4,5,3,5,4,2,0,2,0,1,1,1,1,2,0,1,1,2,0,2,0,2,0,2,0,2,0,"                                                                                                    ",1,4,2,2,4,1,1,1,2,3,3,9,2,5,1053,351.719750332138,0.511922744488161
"1054",160611,1606,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"                                                                                                                                                      ",3,"                                                                                                                                                      ",3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,0,1,2,1,1,1,1,1,1,2,0,1,1,2,0,2,0,1,1,2,0,"                                                                                                    ",2,9,4,3,3,1,1,1,2,3,3,9,2,5,1054,351.719750332138,0.511922744488161
"1055",160612,1606,1,1,2,1,5,5,5,5,5,5,5,5,1,1,4,5,5,5,5,5,5,1,1,1,1,4,4,5,5,5,3,3,3,3,4,4,4,3,1,3,1,1,2,2,1,5,1,1,1,3,3,1,1,1,1,1,"                                                                                                                                                      ",5,"                                                                                                                                                      ",5,5,5,5,5,5,5,4,4,1,5,4,2,4,4,4,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,0,2,0,1,3,2,0,1,1,1,2,2,0,"                                                                                                    ",2,9,5,3,4,1,1,1,2,3,3,9,2,5,1055,351.719750332138,0.511922744488161
"1056",160613,1606,1,1,2,1,1,1,2,1,3,2,2,4,1,1,5,3,3,4,2,4,4,4,3,3,4,3,2,2,3,3,3,2,2,2,2,2,2,2,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,"                                                                                                                                                      ",8,"모든 사람들                                                                                                                                           ",5,5,5,5,5,5,5,4,1,4,4,4,1,1,4,3,1,1,4,1,1,1,1,1,1,2,0,2,0,1,1,1,1,1,1,2,0,2,0,1,1,2,0,2,0,2,0,"                                                                                                    ",2,9,5,5,6,1,1,1,2,3,3,9,2,5,1056,351.719750332138,0.511922744488161
"1057",160614,1606,1,1,2,2,4,4,4,4,3,2,5,4,1,1,1,1,3,2,2,4,4,5,5,5,5,3,3,3,5,2,4,1,4,2,1,1,4,3,1,1,1,1,2,4,1,2,1,2,1,1,1,2,2,1,1,1,"                                                                                                                                                      ",4,"                                                                                                                                                      ",3,4,4,4,4,4,5,4,4,2,4,2,3,4,2,2,1,1,1,1,1,1,1,1,1,2,0,2,0,1,1,1,1,2,0,2,0,1,1,1,1,2,0,2,0,2,0,"                                                                                                    ",2,9,5,3,5,1,1,1,2,3,3,9,2,5,1057,351.719750332138,0.511922744488161
"1058",160615,1606,1,1,2,1,4,2,5,4,4,4,4,4,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,3,3,3,3,4,4,4,4,4,1,1,3,1,3,4,4,2,3,1,4,1,1,2,1,"                                                                                                                                                      ",7,"                                                                                                                                                      ",4,5,5,4,3,5,5,4,3,3,4,2,2,2,4,2,2,4,4,2,2,4,2,2,2,2,0,1,1,1,1,1,1,2,0,1,1,2,0,2,0,2,0,2,0,2,0,"                                                                                                    ",2,9,3,3,5,1,1,1,2,3,3,9,2,5,1058,351.719750332138,0.511922744488161
"1059",160616,1606,1,1,2,3,4,3,5,1,4,1,4,4,1,1,1,1,3,3,2,3,3,4,4,4,4,2,2,1,1,1,1,1,1,1,1,1,3,3,3,5,1,1,2,2,4,2,4,1,1,3,2,4,4,1,2,1,"                                                                                                                                                      ",8,"SNS를 이용하는 사람들                                                                                                                                 ",2,4,4,1,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,"                                                                                                    ",2,9,5,5,10,1,1,1,2,3,3,9,2,5,1059,351.719750332138,0.511922744488161
"1060",160617,1606,1,1,2,4,4,3,4,4,4,3,5,2,3,3,3,4,2,4,2,4,3,4,4,4,4,4,4,3,5,4,4,3,2,2,3,3,4,3,3,4,3,2,1,5,2,2,1,1,1,1,2,4,2,1,3,1,"                                                                                                                                                      ",8,"익명                                                                                                                                                  ",4,5,5,3,3,3,4,4,4,2,4,4,5,4,2,4,1,3,4,2,2,2,2,1,1,2,0,2,0,1,1,1,1,2,0,2,0,2,0,1,1,2,0,2,0,2,0,"                                                                                                    ",2,9,5,4,5,1,1,1,2,3,3,9,2,5,1060,351.719750332138,0.511922744488161
"1061",160618,1606,1,1,2,1,1,1,1,5,1,5,5,3,1,1,3,3,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,4,4,4,4,4,4,4,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"                                                                                                                                                      ",5,"                                                                                                                                                      ",5,5,5,5,5,5,5,3,4,3,5,4,1,3,4,4,1,3,4,3,4,3,1,1,1,2,0,2,0,1,1,1,1,1,1,2,0,2,0,1,1,2,0,2,0,2,0,"                                                                                                    ",2,9,1,1,5,1,1,1,2,3,3,9,2,5,1061,351.719750332138,0.511922744488161
"1062",160619,1606,1,1,2,3,3,3,4,2,5,2,5,4,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,9,4,2,5,2,2,4,3,3,4,2,2,4,1,1,1,3,4,3,1,1,2,1,1,2,1,1,3,1,"                                                                                                                                                      ",5,"                                                                                                                                                      ",3,4,4,3,3,3,3,3,4,3,4,4,3,4,3,3,3,3,3,2,4,2,2,2,2,2,0,2,0,1,1,1,1,1,1,2,0,2,0,2,0,2,0,2,0,2,0,"                                                                                                    ",2,9,5,3,5,1,1,1,2,3,3,9,2,5,1062,351.719750332138,0.511922744488161
"1063",160620,1606,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,2,1,2,1,1,1,1,2,1,2,1,2,1,"                                                                                                                                                      ",8,"네이버댓글들                                                                                                                                          ",4,4,4,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,0,1,2,1,1,1,1,2,0,1,1,2,0,2,0,1,1,1,5,2,0,"                                                                                                    ",2,9,5,4,7,1,1,1,2,3,3,9,2,5,1063,351.719750332138,0.511922744488161
"1064",160621,1606,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,5,5,5,3,5,5,5,5,5,5,3,3,5,3,3,5,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,"                                                                                                                                                      ",8,"택시아저씨                                                                                                                                            ",5,5,5,5,5,5,5,1,3,3,3,3,3,3,5,5,1,1,1,1,1,1,1,1,1,2,0,2,0,1,1,1,1,1,1,2,0,2,0,2,0,2,0,2,0,2,0,"                                                                                                    ",2,9,5,5,6,1,1,1,2,3,3,9,2,5,1064,351.719750332138,0.511922744488161
"1065",160622,1606,1,1,2,2,3,2,1,1,1,1,2,2,2,2,2,2,3,3,2,2,2,2,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"                                                                                                                                                      ",4,"                                                                                                                                                      ",2,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,2,0,1,1,1,1,1,1,2,0,2,0,2,0,2,0,2,0,2,0,"                                                                                                    ",2,9,6,6,6,1,1,1,2,3,3,9,2,5,1065,351.719750332138,0.511922744488161
"1066",160701,1607,1,1,1,3,2,2,2,1,5,2,3,4,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,2,2,4,4,1,2,3,3,4,3,9,2,1,1,1,"                                                                                                                                                      ",3,"                                                                                                                                                      ",3,3,3,3,3,3,3,2,2,9,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,2,0,2,0,2,0,1,1,1,1,2,0,2,0,2,0,1,2,1,2,2,0,"                                                                                                    ",2,9,1,2,6,1,1,1,1,3,3,7,3,5,1066,228.674153675204,0.332831750939127
"1067",160702,1607,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,"                                                                                                                                                      ",3,"                                                                                                                                                      ",3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,1,1,1,1,2,0,2,0,2,0,1,2,2,0,2,0,2,0,"                                                                                                    ",2,9,1,1,6,1,1,1,1,3,3,7,3,5,1067,228.674153675204,0.332831750939127
"1068",160703,1607,1,1,1,2,3,4,4,3,5,1,4,4,2,1,3,4,4,4,4,4,4,4,4,5,5,3,3,3,4,3,5,2,2,2,2,3,2,3,2,3,1,1,2,4,1,3,1,1,1,1,1,1,1,1,1,1,"                                                                                                                                                      ",4,"                                                                                                                                                      ",3,4,4,3,3,4,4,1,1,1,3,1,1,1,1,1,1,4,3,3,2,2,2,1,1,2,0,1,1,1,1,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,"                                                                                                    ",2,9,3,3,6,1,1,1,1,3,3,7,3,5,1068,228.674153675204,0.332831750939127
"1069",160704,1607,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,3,3,4,3,4,3,4,3,3,4,3,3,3,1,2,4,3,2,4,5,2,4,1,3,4,3,2,4,1,"                                                                                                                                                      ",6,"                                                                                                                                                      ",5,5,5,5,5,5,5,3,3,4,3,4,3,3,4,3,3,3,3,3,2,3,3,2,2,2,0,2,0,1,1,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,"                                                                                                    ",2,9,3,3,10,1,1,1,1,3,3,7,3,5,1069,228.674153675204,0.332831750939127
"1070",160705,1607,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,"                                                                                                                                                      ",3,"                                                                                                                                                      ",5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,2,0,1,1,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,"                                                                                                    ",2,9,1,1,8,1,1,1,1,3,3,7,3,5,1070,228.674153675204,0.332831750939127
"1071",160706,1607,1,1,1,1,4,4,4,4,4,4,4,4,1,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,"                                                                                                                                                      ",2,"                                                                                                                                                      ",3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,2,0,1,1,1,1,2,0,1,1,2,0,2,0,2,0,2,0,2,0,"                                                                                                    ",2,9,1,1,7,1,1,1,1,3,3,7,3,5,1071,228.674153675204,0.332831750939127
"1072",160707,1607,1,1,1,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,9,4,2,2,4,3,3,3,2,9,4,3,1,4,3,2,5,3,2,3,3,2,4,3,3,4,3,2,2,3,3,4,3,1,2,2,3,1,"                                                                                                                                                      ",3,"                                                                                                                                                      ",4,4,3,4,4,3,3,3,4,3,2,3,4,3,3,3,2,3,4,4,3,2,2,3,4,2,0,2,0,1,1,1,1,2,0,2,0,1,1,2,0,2,0,2,0,2,0,"                                                                                                    ",2,9,5,5,10,1,1,1,1,3,3,7,3,5,1072,228.674153675204,0.332831750939127
"1073",160708,1607,1,1,1,1,1,1,1,1,4,1,1,4,1,1,1,1,4,4,2,4,2,2,2,2,2,3,3,3,4,3,4,3,3,3,3,3,3,3,3,4,4,4,4,2,1,2,1,1,1,1,4,2,3,1,1,1,"                                                                                                                                                      ",6,"                                                                                                                                                      ",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,3,3,3,3,3,3,2,0,2,0,1,1,1,1,1,1,2,0,2,0,2,0,2,0,2,0,2,0,"                                                                                                    ",2,9,1,1,5,1,1,1,1,3,3,7,3,5,1073,228.674153675204,0.332831750939127
"1074",160709,1607,1,1,1,3,2,4,3,2,5,4,4,4,1,1,1,1,3,3,4,3,3,3,4,3,3,3,3,4,3,2,5,2,3,3,4,1,2,3,2,4,3,3,4,3,2,5,2,3,3,4,1,2,3,2,4,1,"                                                                                                                                                      ",8,"없음                                                                                                                                                  ",3,4,3,5,5,5,4,4,4,4,5,5,3,4,3,2,1,1,2,1,1,3,2,2,1,2,0,2,0,1,1,1,1,1,1,2,0,2,0,2,0,2,0,2,0,2,0,"                                                                                                    ",2,9,5,1,3,1,1,1,1,3,3,7,3,5,1074,228.674153675204,0.332831750939127
"1075",160710,1607,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,"                                                                                                                                                      ",7,"                                                                                                                                                      ",5,5,5,5,5,5,5,3,3,3,3,3,3,3,4,4,2,3,3,3,3,3,3,3,3,2,0,2,0,1,1,1,1,2,0,2,0,2,0,1,2,2,0,2,0,2,0,"                                                                                                    ",2,9,5,3,6,1,1,1,1,3,3,7,3,5,1075,228.674153675204,0.332831750939127
"1076",160711,1607,1,1,1,1,3,3,3,3,4,3,1,1,1,1,1,1,4,4,4,4,3,3,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,"                                                                                                                                                      ",7,"                                                                                                                                                      ",5,5,5,5,5,5,5,1,4,1,4,3,1,4,4,4,1,3,3,3,3,3,3,3,3,2,0,1,1,1,1,1,1,2,0,2,0,1,2,2,0,2,0,2,0,2,0,"                                                                                                    ",1,3,3,1,6,1,1,1,1,3,3,7,3,5,1076,228.674153675204,0.332831750939127
"1077",160712,1607,1,1,1,1,1,1,1,1,2,1,3,3,1,1,2,1,3,2,3,3,2,3,3,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,3,1,4,3,2,1,1,1,2,4,4,3,2,1,"                                                                                                                                                      ",1,"                                                                                                                                                      ",5,4,5,4,4,5,4,4,4,4,2,4,4,4,2,2,3,3,3,3,3,4,3,3,3,2,0,2,0,1,1,1,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,"                                                                                                    ",2,9,1,1,5,1,1,1,1,3,3,7,3,5,1077,228.674153675204,0.332831750939127
"1078",160713,1607,1,1,1,2,3,2,3,4,4,2,3,3,1,1,1,1,4,4,4,3,3,5,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,1,2,4,2,2,1,2,3,3,4,4,1,4,2,2,"                                                                                                                                                      ",6,"                                                                                                                                                      ",4,4,5,4,4,5,4,3,3,3,4,3,3,4,3,3,4,3,2,2,3,2,2,1,1,2,0,2,0,2,0,1,1,1,1,2,0,2,0,2,0,2,0,2,0,2,0,"                                                                                                    ",2,9,1,1,5,1,1,1,1,3,3,7,3,5,1078,228.674153675204,0.332831750939127
