"","nsp","hom","cm","my"
"2726",3.22222222222222,3.63636363636364,4.28571428571429,3
"2727",3.44444444444444,2.54545454545455,3.71428571428571,2.7
"2728",4,3.18181818181818,4,3.1
"2729",3,2.54545454545455,4,3.2
"2730",3.55555555555556,2,4,2.3
"2731",2.55555555555556,3,3,3
"2732",2.44444444444444,2.36363636363636,4,3.6
"2733",3.77777777777778,1.45454545454545,4.28571428571429,4.2
"2734",2.44444444444444,3.09090909090909,3.42857142857143,3.2
"2735",5,3.90909090909091,5,1.8
"2736",3.11111111111111,3.27272727272727,2.28571428571429,3.1
"2737",3,2.18181818181818,3.28571428571429,3.1
"2738",3.55555555555556,1.63636363636364,4,2.2
"2739",4,2.90909090909091,3,3
"2740",3.66666666666667,3.54545454545455,4.14285714285714,2.7
"2741",3.55555555555556,2.09090909090909,2.71428571428571,3
"2742",4.11111111111111,3.90909090909091,4.14285714285714,2.9
"2743",1,1.36363636363636,1,1
"2744",5,2,5,3
"2745",2,2.27272727272727,3,1.8
"2746",2.77777777777778,1.36363636363636,3.85714285714286,3.2
"2747",2.88888888888889,1.81818181818182,3.85714285714286,2.8
"2748",3.77777777777778,3.72727272727273,4,3.8
"2749",2.66666666666667,3.54545454545455,5,3
"2750",2.88888888888889,2.81818181818182,3.42857142857143,3.2
"2751",2.44444444444444,1.54545454545455,4.14285714285714,2.8
"2752",5,3.27272727272727,5,3.5
"2753",2.88888888888889,3,3,2.2
"2754",3.77777777777778,2.45454545454545,3.85714285714286,2.7
"2755",3.77777777777778,2.18181818181818,4,3.6
"2756",2.88888888888889,1.63636363636364,3.28571428571429,1.5
"2757",3,3.09090909090909,3.42857142857143,1.8
"2758",3.33333333333333,3.18181818181818,4,3.2
"2759",4,3.27272727272727,4.28571428571429,3.5
"2760",3,2.09090909090909,3.71428571428571,2.8
"2761",3,1.81818181818182,3,2.9
"2762",3.11111111111111,3,4,1.2
"2763",2.33333333333333,1.27272727272727,2.57142857142857,1.8
"2764",2,1,3,1.8
"2765",2,3,4,3.5
"2767",4,2.90909090909091,4.71428571428571,2.8
"2768",2.77777777777778,1.36363636363636,5,1.6
"2769",4.33333333333333,5,5,2.9
"2770",5,3.90909090909091,5,2.6
"2771",3,2.27272727272727,3.57142857142857,3.1
"2772",4,2.36363636363636,4,3.2
"2773",4,3,3.71428571428571,2.1
"2774",4.44444444444444,4.09090909090909,5,1
"2775",2.66666666666667,2.45454545454545,5,3
"2776",2.77777777777778,2.09090909090909,4,3.5
"2777",3,3,3,3
"2778",1.33333333333333,1,3.14285714285714,1.8
"2779",3.22222222222222,1.63636363636364,3.71428571428571,2.9
"2780",3.33333333333333,2.54545454545455,4,3.2
"2781",2.22222222222222,2.27272727272727,3.14285714285714,3.5
"2782",2,2,5,2.9
"2783",4,3.09090909090909,5,2.2
"2784",1,1,3,1.8
"2785",3.44444444444444,1,4.71428571428571,3.2
"2786",1.44444444444444,1,4,3.5
"2787",1,1.54545454545455,3.28571428571429,3.1
"2788",3,4.54545454545455,4.71428571428571,4.1
"2789",2.77777777777778,2.27272727272727,3.57142857142857,3
"2790",3.33333333333333,1,4,1.8
"2791",1,1.90909090909091,5,4.2
"2792",1,1,1,3.8
"2793",3.88888888888889,3,3,3
"2794",4,3,4,4.4
"2796",4.11111111111111,2.90909090909091,4,2.2
"2797",2.88888888888889,1.54545454545455,2.14285714285714,3.2
"2798",1,1.36363636363636,4,1.8
"2799",3.44444444444444,2.63636363636364,3,3.8
"2801",2,3.72727272727273,4,1.8
"2802",4,2.54545454545455,4,2.3
"2803",3,3.09090909090909,4,2.4
"2804",3.66666666666667,2.09090909090909,3.28571428571429,2.6
"2805",4,1.45454545454545,2.28571428571429,2.2
"2806",3,1,5,3.6
"2807",2.44444444444444,2.09090909090909,4,3.7
"2808",4.77777777777778,5,5,4.2
"2809",4,2.81818181818182,4,3
"2810",3,1.63636363636364,5,4.2
"2811",3.66666666666667,1,3.85714285714286,3.6
"2812",4,3,4,3.3
"2813",4.88888888888889,2.72727272727273,3.71428571428571,3.9
"2814",3,1,3,1.8
"2815",3.22222222222222,2.09090909090909,4.28571428571429,1.6
"2816",2.88888888888889,2,4.14285714285714,3
"2817",4.11111111111111,3.45454545454545,4.42857142857143,3.3
"2818",3,2,3.71428571428571,1.8
"2819",3.11111111111111,3.27272727272727,3.28571428571429,2.8
"2820",2,1.81818181818182,4.57142857142857,2.1
"2821",3.22222222222222,1.81818181818182,3.85714285714286,3.6
"2822",2.88888888888889,2.72727272727273,1.71428571428571,1.4
"2823",1.22222222222222,2.36363636363636,4.28571428571429,2.9
"2824",1,1.09090909090909,5,2.4
"2825",3,1.54545454545455,4.28571428571429,1.9
"2826",1,4.36363636363636,3,4.2
"2827",1,1,5,1.8
"2828",3,1.45454545454545,3,1.8
"2829",2.66666666666667,1,4,1.8
"2830",1.11111111111111,1,4,3.2
"2831",1,1,3.28571428571429,1.7
"2832",1,1.36363636363636,2.14285714285714,1.8
"2833",1,1,5,1.8
"2834",3,1.54545454545455,3,2.4
"2835",3.77777777777778,2.18181818181818,3.85714285714286,3.7
"2836",3.11111111111111,2.36363636363636,4,3.3
"2837",1,1.09090909090909,5,2.5
"2838",2.22222222222222,4.36363636363636,4.71428571428571,3.1
"2839",1,4.63636363636364,4.71428571428571,4.5
"2840",4.11111111111111,2.27272727272727,2.28571428571429,2.1
"2841",3,2.72727272727273,3,2.8
"2842",2,1.36363636363636,4.85714285714286,3
"2843",4.44444444444444,2.09090909090909,4.57142857142857,3.8
"2844",3.22222222222222,3.54545454545455,3.85714285714286,2.5
"2845",2.77777777777778,2.90909090909091,3.57142857142857,3.2
"2846",3.33333333333333,2.63636363636364,4.14285714285714,3
"2847",3.11111111111111,2.27272727272727,3.85714285714286,3.5
"2848",3.88888888888889,3.09090909090909,3.28571428571429,2.4
"2849",1,1,5,2.8
"2850",3,3.18181818181818,3,3
"2851",3.22222222222222,2.09090909090909,2.71428571428571,1.8
"2852",3.22222222222222,3.36363636363636,3.42857142857143,2
"2853",4,4.27272727272727,4.28571428571429,3.5
"2854",2.33333333333333,2.09090909090909,2,2
"2855",3.22222222222222,3.09090909090909,4.14285714285714,2.2
"2856",3.88888888888889,2.90909090909091,3.42857142857143,3.4
"2857",1,3.90909090909091,4,2.8
"2858",3.66666666666667,3.36363636363636,5,3.1
"2859",3.88888888888889,3.27272727272727,4,2.9
"2861",3.88888888888889,2.72727272727273,4,3.4
"2862",3.22222222222222,2.72727272727273,4,3
"2863",2.44444444444444,2.18181818181818,3.42857142857143,3.1
"2864",3.66666666666667,3.18181818181818,3.85714285714286,3.7
"2865",4.88888888888889,2.63636363636364,4.28571428571429,2.4
"2866",3.11111111111111,2.63636363636364,3.57142857142857,2.9
"2867",3.66666666666667,3.72727272727273,4.57142857142857,3.4
"2868",3,1,4.85714285714286,2.1
"2869",4.77777777777778,1.90909090909091,4,2.1
"2870",1.77777777777778,2.90909090909091,4.28571428571429,2.3
"2871",4.66666666666667,4.45454545454545,5,4.1
"2872",4.88888888888889,1.90909090909091,3.71428571428571,3.2
"2873",1.11111111111111,1,4.71428571428571,1.8
"2874",1.44444444444444,1.36363636363636,3.42857142857143,2.2
"2875",5,3,3,2.2
"2876",1.22222222222222,1,4.71428571428571,1.8
"2877",4.22222222222222,2.72727272727273,2.71428571428571,1.1
"2878",3.33333333333333,3.18181818181818,3.71428571428571,2.5
"2879",3,3,3,3
"2880",5,5,5,4.2
"2881",3,1.18181818181818,5,1.8
"2882",3,3.27272727272727,3.42857142857143,1.8
"2883",1.22222222222222,2.18181818181818,4.14285714285714,2.1
"2884",5,3,3,3
"2885",2.33333333333333,2.90909090909091,4,1.8
"2886",3.44444444444444,1.90909090909091,4,3.6
"2887",3.44444444444444,2,4,3.6
"2888",3,2.36363636363636,4.28571428571429,3.1
"2889",2,1.45454545454545,2,3
"2890",1.11111111111111,2,5,3
"2891",3,2.18181818181818,4.14285714285714,2.7
"2892",3,1.36363636363636,4.42857142857143,1.8
"2893",3,4.90909090909091,3,2.7
"2894",2.88888888888889,3,3.85714285714286,2.6
"2895",2.22222222222222,2.63636363636364,3.71428571428571,2.9
"2896",3.11111111111111,2.09090909090909,4,3.8
"2897",5,3.72727272727273,4.71428571428571,3.3
"2898",2.44444444444444,2.72727272727273,4,3
"2899",3.22222222222222,1.54545454545455,4.14285714285714,2.6
"2900",3.22222222222222,3.54545454545455,4,3.1
"2901",4.66666666666667,1.72727272727273,2.85714285714286,3
"2902",4.55555555555556,2.63636363636364,2.42857142857143,3.2
"2903",3.55555555555556,2.09090909090909,3.14285714285714,3.2
"2904",3.88888888888889,3,2.14285714285714,1.8
"2905",3.88888888888889,2.54545454545455,3.14285714285714,1.8
"2906",4.66666666666667,4.36363636363636,5,3.3
"2907",1,1.36363636363636,4,1.2
"2908",3.77777777777778,2.81818181818182,3.57142857142857,2.8
"2909",2.44444444444444,2.54545454545455,3.42857142857143,2.5
"2910",3.55555555555556,1.63636363636364,4,2.1
"2911",3,3,4,3.1
"2912",2,2,3.71428571428571,3.1
"2914",3.55555555555556,2.36363636363636,4.57142857142857,1.8
"2915",3.66666666666667,2.09090909090909,4,2.9
"2916",3,2.27272727272727,3.85714285714286,2.6
"2918",3.44444444444444,3.45454545454545,3,1.8
"2919",2,2.09090909090909,4,3.6
"2920",1.55555555555556,1.72727272727273,3,3.2
"2921",3.55555555555556,1.27272727272727,4.57142857142857,1.5
"2922",3,4,4,3
"2923",3.33333333333333,1.09090909090909,4,3
"2924",2,2.27272727272727,4,3.6
"2925",4.88888888888889,2.63636363636364,5,3.1
"2926",5,2.72727272727273,5,1.8
"2927",3,3,3,1.8
"2928",3.22222222222222,3,3,3.3
"2929",3.66666666666667,2.81818181818182,4,3.4
"2930",1,3,4.85714285714286,3.8
"2931",2,2.27272727272727,3,3
"2932",2.66666666666667,1.72727272727273,3.57142857142857,2.8
"2933",3.33333333333333,1.63636363636364,4,1.8
"2934",3,2.18181818181818,4,3
"2935",3.55555555555556,2.54545454545455,3.28571428571429,2.3
"2936",4,3.36363636363636,4,1.1
"2937",3,3,3,3
"2938",3.44444444444444,1.18181818181818,4.57142857142857,1.8
"2939",3,2.81818181818182,3.57142857142857,3.1
"2940",5,1,5,1.8
"2941",1.55555555555556,1,4,1.8
"2942",3,2.18181818181818,3,3.6
"2943",2,2.18181818181818,3,3.1
"2944",3.33333333333333,1,2.85714285714286,2.8
"2945",3.11111111111111,3.27272727272727,4,3
"2946",3.11111111111111,1,4,2.5
"2947",2.88888888888889,3.18181818181818,5,1.8
"2948",4,1,4.14285714285714,1.8
"2950",3.22222222222222,1.63636363636364,4.28571428571429,1.8
"2951",2.44444444444444,1.72727272727273,3.14285714285714,1.8
"2952",3,2.09090909090909,2.28571428571429,2.4
"2953",2.66666666666667,1.27272727272727,3.71428571428571,1.8
"2954",5,3.90909090909091,5,3.3
"2955",3.11111111111111,3.09090909090909,4,3
"2956",3.44444444444444,3.36363636363636,4,3
"2957",3,2.27272727272727,3.71428571428571,3
"2958",3,1.27272727272727,4,3.3
"2959",3.55555555555556,3.27272727272727,3.57142857142857,1.8
"2960",3.66666666666667,1.45454545454545,4.57142857142857,2.6
"2961",4,2,5,4.2
"2962",2.22222222222222,1.81818181818182,2.14285714285714,3.7
"2963",1,2.27272727272727,3.28571428571429,3.7
"2964",3.88888888888889,2.81818181818182,3.28571428571429,2.6
"2965",3.22222222222222,1.90909090909091,3.85714285714286,3.5
"2966",3.88888888888889,4,4,3.8
"2967",1.77777777777778,1,4,1.8
"2968",1,2,4,2.5
"2969",2.77777777777778,2.27272727272727,5,1.6
"2970",3.33333333333333,2.90909090909091,3.42857142857143,3.3
"2971",3.11111111111111,1.63636363636364,5,3.3
"2972",3,2,3,1.8
"2973",2,1.81818181818182,4,1.4
"2974",4.22222222222222,3.63636363636364,5,4.2
"2975",2.88888888888889,1.45454545454545,4,1.8
"2976",3,1.54545454545455,3,2.7
"2977",3.44444444444444,3.18181818181818,4.85714285714286,2.6
"2978",4.33333333333333,1.27272727272727,5,3.6
"2979",4,3,4,3
"2980",4.22222222222222,2,4,1.8
"2981",4,2.45454545454545,4,3.1
"2982",4.88888888888889,4,5,3.8
"2983",3,2.09090909090909,4.14285714285714,4.2
"2984",1,1,5,1.8
"2985",3,2,4,1.8
"2986",3,3,3,1.8
"2987",4,4,5,2.4
"2988",3,2,5,1.8
"2989",3,3,3,3
"2990",3.88888888888889,3.54545454545455,3.57142857142857,3.3
"2991",3,1.81818181818182,4,1.8
"2992",5,1,5,1.8
"2993",3.66666666666667,4,4.71428571428571,1.8
"2994",2,3.09090909090909,3,2.4
"2995",3,3.36363636363636,3,3
"2996",1,1,4,4.2
"2997",5,2.72727272727273,1.42857142857143,1.7
"2998",4.66666666666667,2.45454545454545,3.71428571428571,1.4
"2999",4.22222222222222,4.27272727272727,4.85714285714286,3.4
"3000",3.66666666666667,3.18181818181818,4.71428571428571,2.7
"3001",1,4,3,3
"3002",3,2.09090909090909,3,1.8
"3003",3.22222222222222,3.18181818181818,4,1.8
"3004",3.44444444444444,3.63636363636364,5,2.7
"3005",3,1.90909090909091,3.57142857142857,3.8
"3006",4,2.63636363636364,4,2.9
"3007",3.22222222222222,3.36363636363636,3.57142857142857,2.2
"3008",3.44444444444444,3.63636363636364,3,2.8
"3009",3,2.09090909090909,3.28571428571429,1.8
"3010",3,1.90909090909091,3,1.9
"3011",2,1.45454545454545,3.57142857142857,1.8
"3013",3,2.54545454545455,3,1.2
"3014",3.66666666666667,3.18181818181818,4,1.8
"3015",3,3.18181818181818,3,2.8
"3016",3.11111111111111,3.18181818181818,4,3.2
"3018",3.77777777777778,3.18181818181818,4.14285714285714,3.6
"3019",1,1,4.42857142857143,1.8
"3020",3,2.45454545454545,3,3.2
"3021",1.55555555555556,1.63636363636364,4,2.8
"3022",4,3.90909090909091,5,3.1
"3023",3,3,3,2.2
"3024",1,1,5,1
"3026",3.66666666666667,2.54545454545455,3.71428571428571,3.6
"3027",5,3.45454545454545,5,3
"3028",4,3.63636363636364,4,3.4
"3029",5,4,5,1.4
"3030",3,1.81818181818182,4,3
"3031",3.44444444444444,2.18181818181818,4.28571428571429,1.8
"3032",1,3,1,1.8
"3033",3.88888888888889,1,4.28571428571429,3.7
"3034",2,2.09090909090909,4,1.8
"3035",4.22222222222222,3.09090909090909,3.85714285714286,2.8
"3037",3,3,3.85714285714286,2.4
"3038",3.66666666666667,3,3.42857142857143,2.4
"3039",3.55555555555556,1,3,3.2
"3040",3.88888888888889,4,4.28571428571429,3.1
"3041",3,3,3,2.4
"3042",3,3,3,3
"3043",3,2.90909090909091,3,3
"3044",2.33333333333333,1.63636363636364,4,2.5
"3045",4,3.09090909090909,3,3
"3046",3.22222222222222,4.18181818181818,4,3.6
"3047",2.66666666666667,3.45454545454545,4,3.1
"3048",1,1.90909090909091,5,1.8
"3049",2.77777777777778,1.09090909090909,2,1.4
"3051",3,3.27272727272727,4,3.8
"3052",2.44444444444444,2.45454545454545,3.85714285714286,3.5
"3053",5,2.45454545454545,5,3
"3054",2.22222222222222,4.81818181818182,5,1.9
"3055",3.88888888888889,2.63636363636364,3.85714285714286,3.3
"3056",1.33333333333333,1.63636363636364,3.71428571428571,2.2
"3057",2.88888888888889,2.18181818181818,4,3.4
"3058",2.44444444444444,3.54545454545455,4.28571428571429,3.3
"3059",1.77777777777778,1,3,1.8
"3060",2.55555555555556,3.27272727272727,5,2.2
"3061",3.11111111111111,3,3.42857142857143,3
"3062",2.77777777777778,1,5,1.9
"3063",3,1.27272727272727,3,1.8
"3064",2.77777777777778,1,5,1.2
"3065",3,1,3,2.4
"3066",2.11111111111111,1.45454545454545,3,2.6
"3067",5,1,3,1.8
"3068",3.33333333333333,2.63636363636364,3.85714285714286,3.3
"3069",5,2.54545454545455,4,3
"3070",4.66666666666667,3,5,3.2
"3071",3,3,5,3
"3072",2.33333333333333,2.09090909090909,3.85714285714286,1.8
"3073",4,4,4,1.8
"3074",2,3,3.71428571428571,2.1
"3077",2.33333333333333,3.45454545454545,4.28571428571429,2.3
"3078",1.77777777777778,1.72727272727273,1,1.8
"3079",3,3,3,3.1
"3080",3,1.63636363636364,1.85714285714286,1.8
"3081",3,3,3.57142857142857,1.8
"3082",4,2.27272727272727,5,2.2
"3083",3.77777777777778,2,4.28571428571429,4.5
"3084",3.33333333333333,3.18181818181818,4,3
"3085",3.11111111111111,2,4.42857142857143,3.1
"3086",3.11111111111111,2,5,4.2
"3087",3.77777777777778,1.45454545454545,4.85714285714286,3.8
"3088",4,2.63636363636364,4.28571428571429,3.2
"3089",3.55555555555556,2.27272727272727,3.85714285714286,3.5
"3090",3.44444444444444,2,1,1.8
"3091",3,3,4,1.8
"3092",2.55555555555556,2,4.28571428571429,3
"3093",2,1,3,3
"3094",4.11111111111111,2.90909090909091,4.71428571428571,3.5
"3095",3.33333333333333,3,3,2.6
"3096",2,2,2.85714285714286,2.4
"3097",1.88888888888889,1,2.28571428571429,1.8
"3098",3.88888888888889,3.45454545454545,4,3.6
"3099",3.77777777777778,3.81818181818182,4,3.1
"3100",2.66666666666667,1.27272727272727,4.71428571428571,1
"3101",2.44444444444444,1.54545454545455,2.71428571428571,1.9
"3102",2.11111111111111,1.72727272727273,5,1.7
"3103",4.33333333333333,2.45454545454545,3.85714285714286,3.1
"3104",1,1.18181818181818,3.85714285714286,1.8
"3105",2.55555555555556,1.36363636363636,3.42857142857143,1.6
"3106",3.77777777777778,2.72727272727273,4.28571428571429,3.6
"3107",2,1.45454545454545,4,3.5
"3108",3.22222222222222,1.36363636363636,3.71428571428571,1.2
"3109",1,1,4.85714285714286,1
"3110",2.77777777777778,3,3,1
"3111",1,1,5,1.8
"3112",2,4,4,1.8
"3113",1,1,3.71428571428571,1.8
"3114",4.44444444444444,2.72727272727273,3.42857142857143,3
"3115",3.66666666666667,3.36363636363636,3.71428571428571,3.1
"3116",2.55555555555556,1,5,4.2
"3117",2.88888888888889,1.54545454545455,3.57142857142857,3.7
"3118",5,3.18181818181818,5,4.1
"3119",3,2.27272727272727,4,3.7
"3120",4.11111111111111,1.09090909090909,4.71428571428571,2.4
"3121",1,2,3,1.7
"3122",3.77777777777778,2.81818181818182,4,1.8
"3123",2.22222222222222,1,4,1.8
"3124",3.11111111111111,2.81818181818182,2.28571428571429,2.4
"3125",3,3.18181818181818,4,3
"3126",2.77777777777778,3.18181818181818,2,1.8
"3127",1,4.09090909090909,4.14285714285714,1.8
"3128",1.22222222222222,1,1,1.8
"3129",1.11111111111111,1,3,3.5
"3130",4,3.45454545454545,5,3.6
"3131",3.22222222222222,1,3.42857142857143,2.9
"3132",3,3.27272727272727,4,1.8
"3133",4,3.18181818181818,3.85714285714286,3.2
"3134",1,1.54545454545455,4.14285714285714,2
"3135",4.33333333333333,2.72727272727273,4.14285714285714,2.4
"3136",3.22222222222222,2.90909090909091,4,1.8
"3137",3.22222222222222,2.45454545454545,4,2.4
"3138",3.55555555555556,2.63636363636364,2,3.7
"3139",1.66666666666667,1,4.85714285714286,1.8
"3140",1.88888888888889,1.63636363636364,3.57142857142857,1.8
"3141",3.66666666666667,2.18181818181818,4.71428571428571,3.4
"3142",1.33333333333333,2.18181818181818,4,2.1
"3143",3.88888888888889,4,4,1.7
"3144",3,3,5,3.4
"3145",2,2,3,2.4
"3146",3,2.36363636363636,3.57142857142857,3
"3147",3.22222222222222,2.09090909090909,3,1.7
"3148",3.88888888888889,3,4,3
"3149",3.22222222222222,4,3.57142857142857,3
"3150",4.22222222222222,3.45454545454545,4.14285714285714,3.7
"3151",1,5,4.57142857142857,1
"3152",1,1.45454545454545,4,2.2
"3153",3.11111111111111,3.63636363636364,4.42857142857143,3
"3154",3.33333333333333,2.90909090909091,3.85714285714286,2.8
"3155",1.77777777777778,1.54545454545455,3.14285714285714,2.8
"3156",4,1.18181818181818,5,2.8
"3157",3.33333333333333,3.09090909090909,3.28571428571429,1.8
"3158",3,2.45454545454545,1.42857142857143,1.8
"3159",4.77777777777778,3.81818181818182,5,3.6
"3161",4,1.90909090909091,4,1.8
"3162",3,3,4,3.6
"3163",2,2.18181818181818,3,1.8
"3164",3,3,3,1.8
"3165",3,2,3,2.4
"3166",3,3,3,2.4
"3167",3.44444444444444,3,3.57142857142857,1.8
"3168",3,1,4,3
"3169",3.66666666666667,2.36363636363636,4.71428571428571,3.3
"3170",5,2.09090909090909,4.57142857142857,1.8
"3171",1,1,3,2
"3172",3,3,3,3
"3173",3.33333333333333,3.09090909090909,2,3.1
"3174",1.22222222222222,1.18181818181818,5,1
"3175",4,3.27272727272727,3,2.4
"3176",5,2.09090909090909,2.85714285714286,3.2
"3177",2.33333333333333,1,5,2.1
"3178",1,1.90909090909091,2.28571428571429,1
"3179",3,3,3,1.8
"3180",3.22222222222222,2.36363636363636,4,3.2
"3181",3.33333333333333,2.90909090909091,3.14285714285714,2.5
"3182",2,2.63636363636364,4,3
"3183",2.11111111111111,2.09090909090909,3,2.4
"3184",1,1.63636363636364,4,2.4
"3185",2.44444444444444,1.81818181818182,3.42857142857143,2.3
"3186",1,1,4,1.8
"3187",3.22222222222222,1,4.42857142857143,1.8
"3188",2.88888888888889,2.72727272727273,3.85714285714286,3.3
"3189",2.66666666666667,4.09090909090909,4,1.8
"3190",3.11111111111111,2.81818181818182,3.71428571428571,2.4
"3191",3.88888888888889,3.45454545454545,3.28571428571429,2.4
"3192",1,1.09090909090909,3.57142857142857,3
"3193",4.88888888888889,5,5,4.3
"3194",3.77777777777778,3.09090909090909,4.57142857142857,4
"3195",3.88888888888889,2,5,2.1
"3197",3.22222222222222,3,5,3.6
"3198",4,3.45454545454545,3.42857142857143,3.7
"3199",4.22222222222222,3,3.57142857142857,2.2
"3200",3.44444444444444,2.54545454545455,3.85714285714286,3.4
"3201",4,3.18181818181818,4,3.2
"3202",3,2.27272727272727,3.71428571428571,2.4
"3203",4,3.27272727272727,5,2
"3204",3.55555555555556,2.18181818181818,4.14285714285714,2.3
"3205",2.33333333333333,2.45454545454545,4,3.1
"3206",3,1.18181818181818,3.14285714285714,2.8
"3207",3,2,2,4.2
"3208",3,2.63636363636364,3.14285714285714,3
"3209",3.44444444444444,1.54545454545455,3.85714285714286,3.7
"3210",4,2.27272727272727,3.28571428571429,1.5
"3211",3.33333333333333,1.54545454545455,2.42857142857143,2.7
"3213",5,4.18181818181818,2.28571428571429,3
"3214",3,1.90909090909091,3,1.8
"3215",3.77777777777778,3.63636363636364,3.85714285714286,3.7
"3216",4.22222222222222,3.09090909090909,5,1.5
"3217",1.55555555555556,2.45454545454545,3,2.4
"3220",2,1.18181818181818,5,3.1
"3221",3.22222222222222,2.63636363636364,4,3
"3222",4,3,3,3.6
"3223",4.22222222222222,2.63636363636364,4,3.6
"3224",2.55555555555556,1.45454545454545,4.85714285714286,2.1
"3225",3,2.90909090909091,4,1.8
"3226",1,1,5,1.8
"3227",4.44444444444444,2.81818181818182,4.14285714285714,3.4
"3228",3.33333333333333,2,3.42857142857143,1.8
"3229",3.33333333333333,3.18181818181818,3.14285714285714,1.9
"3230",3,3.09090909090909,4,3
"3231",3,2.63636363636364,3,3
"3233",3,1.72727272727273,4,3.1
"3234",4,3.45454545454545,5,2.2
"3235",1.22222222222222,3.27272727272727,4.14285714285714,1
"3236",4.33333333333333,3.45454545454545,4.42857142857143,2.4
"3237",3.22222222222222,3.36363636363636,4.28571428571429,2.2
"3238",3,3.36363636363636,3.85714285714286,3.2
"3239",4,3.18181818181818,2.57142857142857,3.3
"3240",3.55555555555556,3.45454545454545,3,3.6
"3241",3,1,5,1.8
"3242",2.66666666666667,2.72727272727273,2,2.1
"3243",3,1.36363636363636,4,1.8
"3244",1.44444444444444,1.36363636363636,3,2.1
"3245",3.44444444444444,3,3.71428571428571,3
"3246",2,1,3.28571428571429,1.8
"3248",4,2.36363636363636,4,3.5
"3249",2.77777777777778,3.09090909090909,5,1.7
"3250",3.88888888888889,2.36363636363636,4,4.1
"3251",2.88888888888889,1.81818181818182,4,1.8
"3252",3,3,4,3.1
"3253",4,3.63636363636364,5,3.6
"3254",3.11111111111111,2,4,2.4
"3255",1,1.54545454545455,5,1.6
"3256",3,1.09090909090909,3,3
"3257",3.22222222222222,2.27272727272727,4.42857142857143,1.8
"3258",4,3.72727272727273,4.42857142857143,3.6
"3259",1,2.09090909090909,5,3
"3260",4,1.36363636363636,4.28571428571429,3.7
"3261",4,1.63636363636364,4.14285714285714,2
"3262",4.44444444444444,5,4.14285714285714,3.9
"3263",4,2.09090909090909,1,1.8
"3264",3.88888888888889,1.81818181818182,4.14285714285714,3.1
"3265",1,1.09090909090909,4.14285714285714,3
"3266",3.22222222222222,2.72727272727273,3.42857142857143,1.8
"3267",2.44444444444444,3.81818181818182,4,2.1
"3268",2,3,4,1.8
"3269",4,1,4,1.8
"3270",2.66666666666667,1.90909090909091,3.85714285714286,2.9
"3271",4,1,4.42857142857143,2.1
"3272",1.33333333333333,1.81818181818182,3.42857142857143,1.9
"3273",2,2.27272727272727,4,2.3
"3274",1.33333333333333,1.27272727272727,3,1.8
"3275",1.11111111111111,1.09090909090909,1.71428571428571,2.1
"3276",1.55555555555556,1.27272727272727,4.42857142857143,3.1
"3277",2,1.27272727272727,4.42857142857143,3.7
"3278",4,1.54545454545455,4,2.5
"3279",4,4.09090909090909,4,3.7
"3280",3.55555555555556,2.63636363636364,3.28571428571429,1.8
"3281",4,2.09090909090909,4.14285714285714,3.3
"3282",4,3,5,3
"3283",3.77777777777778,3.09090909090909,3.85714285714286,2.9
"3284",3,3.27272727272727,4.14285714285714,1.8
"3285",3,2,5,1.8
"3286",4.11111111111111,2.90909090909091,3.14285714285714,2.9
"3287",3,1.54545454545455,4,1.6
"3288",4.66666666666667,4.27272727272727,4.71428571428571,3.4
"3289",1,1.36363636363636,2.14285714285714,2.7
"3290",2.44444444444444,2.72727272727273,5,1.8
"3291",2.55555555555556,1.63636363636364,4,2.2
"3292",4,3,4.14285714285714,4.2
"3293",3.22222222222222,2,4.71428571428571,1.9
"3294",2.22222222222222,3.09090909090909,2.28571428571429,2
"3295",1,2.63636363636364,4.57142857142857,2.4
"3296",1.33333333333333,2,3.28571428571429,1.3
"3297",3,2.18181818181818,3,3
"3298",1.11111111111111,1,4,1.9
"3299",4,1.72727272727273,3.71428571428571,2.9
"3300",3.44444444444444,2.72727272727273,3.42857142857143,3.6
"3301",4.11111111111111,4,3.28571428571429,1.2
"3302",5,3.63636363636364,5,2.5
"3303",2.77777777777778,1.72727272727273,4,1.8
"3304",4.22222222222222,2.54545454545455,4.14285714285714,1.8
"3305",3,2.81818181818182,3,2.7
"3306",3.22222222222222,2.18181818181818,4.85714285714286,3.3
"3307",4,2.18181818181818,4.71428571428571,3.1
"3308",3.11111111111111,2.54545454545455,3,2.4
"3309",1.44444444444444,1,3.42857142857143,1.5
"3310",2.55555555555556,2.36363636363636,5,2.5
"3311",1,1.63636363636364,3,1.8
"3312",2.55555555555556,2.90909090909091,4.28571428571429,3.2
"3313",3,1.09090909090909,3.71428571428571,1.3
"3314",2.77777777777778,2.63636363636364,3.14285714285714,2.6
"3315",3,1,3,2.3
"3316",1,5,5,1
"3317",2.55555555555556,2.18181818181818,3,2.5
"3318",1,1,4.14285714285714,2.5
"3319",3.33333333333333,3.18181818181818,4.14285714285714,2.7
"3320",5,2.72727272727273,5,1.4
"3322",3.22222222222222,1.27272727272727,4,1.8
"3323",3,1.72727272727273,3.28571428571429,3
"3324",2,3,3,3
"3325",4.22222222222222,1.09090909090909,3.42857142857143,3.8
"3326",5,1.27272727272727,5,2.2
"3327",4.88888888888889,1.81818181818182,5,1.8
"3329",2,2,3,1.8
"3330",3.33333333333333,3,3.42857142857143,2.9
"3331",3.77777777777778,2,4,1.8
"3332",3,3,3,3
